truck	4	4289
truck	4	4860
car	2	4130
car	2	4199
car	2	4138
truck	4	4234
van	2	4084
car	2	4711
truck	4	4499
car	2	4709
car	2	4452
car	2	4519
truck	4	4420
car	2	4838
car	2	4203
truck	4	4447
car	2	4159
truck	4	4276
car	2	4037
car	2	4332
truck	4	4654
truck	4	4787
car	2	4864
car	2	4689
car	2	4646
truck	4	4767
car	2	4596
car	2	4616
car	2	4848
car	2	4747
car	2	4739
car	2	4655
van	2	4473
truck	4	4445
van	2	4189
car	2	4206
car	2	4436
car	2	4658
car	2	4755
car	2	4173
car	2	4522
truck	4	4856
car	2	4669
car	2	4096
car	2	4383
car	2	4155
car	2	4402
truck	4	4904
car	2	4282
van	2	4553
car	2	4318
car	2	4605
car	2	4622
car	2	4352
van	2	4142
car	2	4739
car	2	4575
truck	4	4538
truck	4	4497
van	2	4728
car	2	4881
car	2	4855
truck	4	4836
truck	4	4106
truck	4	4448
car	2	4518
van	2	4506
car	2	4181
car	2	4423
car	2	4379
car	2	4427
truck	4	4985
car	2	4494
car	2	4472
car	2	4222
truck	4	4690
car	2	4447
truck	4	4422
truck	4	4225
car	2	4793
car	2	4502
van	2	4324
van	2	4476
car	2	4525
truck	4	4048
truck	4	4737
car	2	4726
car	2	4371
car	2	4188
car	2	4961
car	2	4913
van	2	4071
car	2	4127
car	2	4207
van	2	4882
truck	4	4000
truck	4	4906
truck	4	4196
car	2	4125
car	2	4349
car	2	4197
car	2	4763
van	2	4933
car	2	4032
van	2	4706
car	2	4538
van	2	4384
car	2	4400
van	2	4035
car	2	4709
van	2	4876
car	2	4770
car	2	4472
van	2	4364
car	2	4797
car	2	4697
car	2	5006
car	2	4154
van	2	4678
car	2	4919
car	2	4030
car	2	4638
car	2	4810
car	2	4343
car	2	4427
truck	4	4434
car	2	4323
car	2	4260
car	2	4621
car	2	4334
car	2	4507
truck	4	4846
car	2	4927
van	2	4736
truck	4	4793
car	2	4453
van	2	4875
car	2	4435
car	2	4254
car	2	4664
car	2	4876
car	2	4270
car	2	4003
car	2	4490
truck	4	4872
car	2	4358
car	2	4596
car	2	4519
car	2	4470
van	2	4550
car	2	4266
car	2	4895
truck	4	4711
car	2	4997
truck	4	4131
car	2	4809
car	2	4908
car	2	4369
car	2	4226
car	2	4273
car	2	4183
car	2	4123
car	2	4879
car	2	4258
car	2	4061
truck	4	4369
car	2	4223
van	2	4010
car	2	4502
truck	4	4114
car	2	4489
car	2	4370
truck	4	4951
truck	4	4231
van	2	4172
truck	4	4330
truck	4	4218
van	2	4541
car	2	4297
car	2	4920
car	2	4797
car	2	4267
truck	4	4741
car	2	4371
car	2	4892
car	2	4383
car	2	4951
van	2	4442
car	2	4694
truck	4	4194
van	2	4872
car	2	4194
truck	4	4282
truck	4	4202
van	2	4067
car	2	4405
car	2	4822
car	2	4100
car	2	4362
truck	4	4655
truck	4	4206
car	2	4909
car	2	4635
car	2	4378
car	2	4808
truck	4	4302
car	2	4221
car	2	4387
car	2	4904
car	2	4465
van	2	4863
truck	4	4965
truck	4	4412
truck	4	4861
truck	4	4420
car	2	4026
car	2	4108
car	2	4123
van	2	4313
car	2	4936
truck	4	4631
truck	4	4326
car	2	4030
truck	4	4654
car	2	4519
van	2	4544
truck	4	4671
truck	4	4354
truck	4	4989
truck	4	4155
car	2	4801
van	2	4570
car	2	4134
car	2	4071
car	2	4183
truck	4	4099
truck	4	4153
truck	4	4219
car	2	4786
car	2	4149
truck	4	4967
car	2	4574
car	2	4506
car	2	4532
truck	4	4624
car	2	4219
car	2	5003
truck	4	4209
truck	4	4736
van	2	4733
van	2	4387
truck	4	4303
van	2	4720
car	2	4661
car	2	4539
truck	4	4373
truck	4	4303
car	2	4405
car	2	4396
car	2	4894
car	2	4712
truck	4	4953
car	2	4256
truck	4	4575
truck	4	4585
van	2	4631
car	2	4798
car	2	4421
van	2	4911
van	2	4062
truck	4	4628
car	2	4698
truck	4	4249
car	2	4958
car	2	4282
car	2	4182
truck	4	4727
car	2	4326
car	2	4462
car	2	4671
van	2	4627
car	2	4749
truck	4	4015
car	2	4643
car	2	4130
truck	4	4209
truck	4	4257
car	2	4097
car	2	4882
car	2	4556
truck	4	4130
van	2	4198
truck	4	4373
van	2	4836
car	2	4769
car	2	4370
car	2	4959
car	2	4746
car	2	4548
car	2	4474
truck	4	4259
car	2	4064
car	2	4889
truck	4	4263
car	2	4595
truck	4	4423
car	2	4673
car	2	4314
truck	4	4446
car	2	4750
car	2	4909
car	2	4693
truck	4	4748
car	2	4595
van	2	4900
truck	4	4319
truck	4	4749
car	2	4650
car	2	4628
car	2	4307
car	2	4699
car	2	4289
car	2	4427
car	2	4543
car	2	4260
truck	4	4227
car	2	4491
car	2	4207
car	2	4595
van	2	4146
car	2	4947
car	2	4350
truck	4	4585
car	2	4741
car	2	4065
truck	4	4936
truck	4	4340
van	2	4323
car	2	4246
car	2	4729
truck	4	4848
truck	4	4745
car	2	4115
truck	4	4256
truck	4	4477
car	2	4162
van	2	4812
car	2	4070
van	2	4548
truck	4	4394
car	2	4944
truck	4	4091
car	2	4229
truck	4	4587
car	2	4657
truck	4	4347
car	2	4588
van	2	4847
car	2	4490
car	2	4651
car	2	4667
van	2	4064
car	2	4932
car	2	4149
car	2	4639
car	2	4698
car	2	4939
car	2	4231
car	2	4683
car	2	4794
truck	4	4632
truck	4	4242
car	2	4424
car	2	4301
van	2	4681
car	2	4847
van	2	4488
car	2	4762
car	2	4600
car	2	4930
car	2	4912
car	2	4487
truck	4	4990
car	2	4898
car	2	4560
car	2	4057
van	2	4308
car	2	4677
car	2	4674
car	2	4269
van	2	4820
van	2	4350
car	2	4031
van	2	4420
car	2	4123
car	2	4127
car	2	4886
car	2	4443
truck	4	4142
truck	4	4904
car	2	4841
car	2	4253
car	2	4737
car	2	4486
car	2	4112
car	2	5005
truck	4	4313
truck	4	4362
car	2	4047
truck	4	4400
car	2	4306
car	2	4688
car	2	5007
van	2	4030
van	2	4007
car	2	4632
car	2	4888
car	2	4988
truck	4	4142
truck	4	4784
car	2	4240
truck	4	4283
car	2	4513
car	2	4054
car	2	4833
car	2	4284
truck	4	4348
van	2	4617
truck	4	4909
car	2	4301
truck	4	4160
van	2	4856
car	2	4317
car	2	4172
car	2	4695
car	2	4737
car	2	4601
truck	4	4862
truck	4	4907
truck	4	4615
car	2	4879
van	2	4764
car	2	4519
truck	4	4185
car	2	4669
car	2	4013
van	2	4533
car	2	4293
car	2	4129
car	2	4493
car	2	4750
car	2	4909
car	2	4017
car	2	4693
car	2	4600
car	2	4519
car	2	4270
car	2	4832
car	2	4560
car	2	4636
truck	4	4433
truck	4	4630
car	2	4448
truck	4	4624
car	2	4922
car	2	4376
van	2	4724
van	2	4600
truck	4	4177
truck	4	4822
car	2	4756
truck	4	4073
car	2	4902
car	2	4482
car	2	4989
truck	4	4611
truck	4	4060
car	2	4981
truck	4	4103
van	2	4653
truck	4	4620
car	2	4345
car	2	4496
car	2	4828
car	2	4535
car	2	4242
car	2	4949
car	2	4242
truck	4	4885
truck	4	4833
truck	4	4100
car	2	4395
van	2	4267
car	2	4097
van	2	4646
car	2	4780
car	2	4473
car	2	4631
car	2	4532
truck	4	4524
car	2	4317
car	2	4989
car	2	4023
van	2	4288
car	2	4296
truck	4	4927
car	2	4440
van	2	4376
truck	4	4332
truck	4	4724
car	2	4121
car	2	4749
car	2	4640
truck	4	4103
truck	4	4335
car	2	4458
car	2	4432
car	2	4052
car	2	4070
truck	4	4812
car	2	4871
truck	4	4712
car	2	4960
van	2	4261
car	2	4678
truck	4	4555
truck	4	4623
car	2	4420
car	2	4063
truck	4	4627
car	2	4183
truck	4	4585
car	2	4666
car	2	4842
car	2	4391
car	2	4202
car	2	4386
car	2	4886
van	2	4063
car	2	4624
car	2	4101
car	2	4418
car	2	4141
car	2	4613
car	2	4171
van	2	4365
car	2	4240
truck	4	4359
car	2	4522
car	2	4745
car	2	4737
van	2	4285
van	2	4892
car	2	4352
car	2	4182
van	2	4611
truck	4	4925
truck	4	4376
car	2	4812
van	2	4974
car	2	4107
car	2	4853
truck	4	4856
car	2	4473
car	2	4003
car	2	4284
van	2	4176
car	2	4438
car	2	4110
truck	4	4730
van	2	4576
truck	4	4820
truck	4	4184
car	2	4282
car	2	4435
car	2	4921
truck	4	4750
van	2	4954
truck	4	4321
car	2	4358
car	2	4434
truck	4	4760
car	2	4764
car	2	4917
car	2	4853
car	2	4194
van	2	4817
car	2	4924
truck	4	4571
car	2	4528
van	2	4052
truck	4	4060
van	2	4093
car	2	4187
car	2	4603
car	2	4223
truck	4	4913
truck	4	4702
car	2	4058
car	2	4151
car	2	4594
car	2	4601
van	2	4129
car	2	4406
car	2	4834
car	2	4517
truck	4	4954
car	2	4443
car	2	4299
truck	4	4867
car	2	4382
truck	4	4551
car	2	4034
van	2	4928
truck	4	4575
van	2	4310
car	2	4398
van	2	4525
car	2	4005
car	2	4484
truck	4	4711
truck	4	4372
van	2	4237
truck	4	4327
car	2	4525
car	2	4414
van	2	4759
car	2	4308
car	2	4041
car	2	4715
truck	4	4546
car	2	4452
truck	4	4425
van	2	4571
car	2	4131
car	2	4286
truck	4	4270
truck	4	4305
car	2	4992
truck	4	4154
car	2	4143
van	2	4641
truck	4	4177
truck	4	4192
car	2	4619
car	2	4114
van	2	4586
car	2	4473
car	2	4924
van	2	4534
truck	4	4219
car	2	4574
car	2	4282
car	2	4045
car	2	4135
truck	4	4189
truck	4	4246
van	2	4067
car	2	4799
car	2	4086
van	2	4770
car	2	4126
van	2	4776
truck	4	4501
van	2	4747
truck	4	4200
truck	4	4788
truck	4	4830
car	2	4090
van	2	4122
truck	4	4941
car	2	4417
truck	4	4567
car	2	4968
truck	4	4157
car	2	4119
car	2	4452
car	2	4799
car	2	4754
car	2	4310
truck	4	4086
car	2	4454
car	2	4602
car	2	4367
car	2	4745
car	2	4078
truck	4	4914
truck	4	4068
car	2	4924
truck	4	4028
van	2	4905
truck	4	4094
car	2	4737
car	2	4922
truck	4	4377
car	2	4751
car	2	4724
car	2	4451
truck	4	4788
car	2	4999
truck	4	4580
truck	4	4737
car	2	4109
van	2	4334
car	2	4757
car	2	4430
car	2	4595
truck	4	4654
truck	4	4690
car	2	4618
car	2	4902
truck	4	4189
car	2	4268
car	2	4930
van	2	4330
car	2	4562
van	2	4177
truck	4	4777
truck	4	4706
car	2	4003
truck	4	4942
van	2	4434
car	2	4676
car	2	4584
car	2	4145
car	2	4877
truck	4	4653
car	2	4320
car	2	4652
truck	4	4892
car	2	4381
car	2	4283
car	2	4475
car	2	4548
car	2	4226
truck	4	4114
car	2	4657
car	2	4772
car	2	4348
car	2	4057
truck	4	4874
car	2	4325
car	2	4140
car	2	4666
car	2	4989
car	2	4317
car	2	4843
car	2	4462
truck	4	4769
truck	4	4900
van	2	4902
car	2	4177
van	2	4656
car	2	4268
car	2	4548
truck	4	4175
van	2	4690
car	2	4000
van	2	4907
car	2	4756
truck	4	4188
van	2	4200
car	2	4055
car	2	4372
van	2	4802
truck	4	4065
truck	4	4613
truck	4	4694
car	2	4615
van	2	4089
car	2	4428
truck	4	4729
car	2	4662
car	2	4302
car	2	4122
car	2	4737
truck	4	4565
car	2	4852
car	2	4776
van	2	4168
car	2	4282
car	2	4239
car	2	4705
van	2	4832
car	2	4486
car	2	4575
car	2	4307
car	2	4246
car	2	4836
truck	4	4697
car	2	4206
car	2	4589
car	2	4426
van	2	4829
car	2	4751
truck	4	4946
car	2	4397
car	2	4407
truck	4	4421
car	2	4963
truck	4	4375
van	2	4432
car	2	4076
car	2	4931
car	2	4400
truck	4	4348
van	2	4051
truck	4	4223
car	2	4852
van	2	4213
truck	4	4622
car	2	4859
car	2	4159
car	2	4953
van	2	4415
van	2	4694
car	2	4159
van	2	4184
truck	4	4018
car	2	4989
truck	4	4548
car	2	4081
truck	4	4312
car	2	4131
truck	4	4753
car	2	4617
car	2	4628
car	2	4026
car	2	4624
car	2	4565
car	2	4389
car	2	4017
car	2	4354
car	2	4837
car	2	4274
car	2	4594
car	2	4084
truck	4	4172
car	2	4845
truck	4	4340
car	2	4007
car	2	4850
car	2	4827
car	2	4965
truck	4	4151
truck	4	4401
car	2	4078
car	2	4384
truck	4	4079
car	2	4264
car	2	4425
car	2	4993
van	2	4980
car	2	4686
car	2	4010
car	2	4163
car	2	4243
car	2	4717
car	2	4458
van	2	4609
van	2	4842
car	2	4411
car	2	4152
car	2	4639
van	2	4614
car	2	4691
truck	4	4251
car	2	4314
car	2	5005
van	2	4686
car	2	4771
car	2	4385
truck	4	4529
car	2	4573
truck	4	4426
truck	4	4095
car	2	4071
car	2	4562
truck	4	4812
van	2	4035
truck	4	4001
truck	4	4871
truck	4	4861
car	2	4389
car	2	4015
car	2	4065
truck	4	4667
car	2	4465
truck	4	4658
truck	4	4464
car	2	4758
car	2	4222
van	2	4616
car	2	4736
truck	4	4262
car	2	4320
car	2	4912
car	2	4108
car	2	4774
car	2	4902
car	2	4951
van	2	4587
car	2	4748
car	2	4812
car	2	4263
truck	4	4895
truck	4	4229
car	2	4291
car	2	4484
truck	4	4219
car	2	4656
car	2	4092
car	2	4100
car	2	4261
car	2	4241
truck	4	4014
car	2	4681
car	2	4390
car	2	4012
car	2	4690
car	2	4940
truck	4	4511
truck	4	4994
truck	4	4351
van	2	4394
car	2	4442
car	2	4542
car	2	4523
car	2	4081
car	2	4639
car	2	4274
car	2	4195
van	2	4075
car	2	4814
car	2	4905
truck	4	4273
car	2	4362
car	2	4611
van	2	4352
truck	4	4035
car	2	4734
truck	4	4105
car	2	4361
van	2	4450
truck	4	4694
car	2	4714
car	2	4246
car	2	4480
car	2	4916
car	2	4880
car	2	4773
car	2	4013
car	2	4970
truck	4	4015
truck	4	4420
car	2	4310
van	2	4128
car	2	4253
car	2	4538
car	2	5006
truck	4	4146
truck	4	4443
car	2	4482
car	2	4486
car	2	4370
car	2	4155
car	2	4591
truck	4	4445
van	2	4584
car	2	4315
car	2	4636
car	2	4660
car	2	4124
car	2	4698
truck	4	4178
car	2	4056
van	2	4314
truck	4	4652
car	2	4575
car	2	4816
truck	4	4950
van	2	4469
car	2	4102
truck	4	4426
car	2	4268
van	2	4562
car	2	4023
van	2	4891
truck	4	4956
car	2	4550
car	2	4687
car	2	4050
truck	4	4054
car	2	4623
car	2	4506
van	2	4478
truck	4	4296
car	2	4372
car	2	4675
car	2	4244
car	2	4571
car	2	4557
car	2	4403
car	2	4459
van	2	4772
car	2	4405
truck	4	4391
car	2	4186
car	2	4327
car	2	4380
car	2	4575
truck	4	4595
car	2	4522
van	2	4590
truck	4	4262
car	2	4622
car	2	4259
van	2	4131
car	2	4249
car	2	4723
truck	4	4789
car	2	4975
car	2	4188
car	2	4799
car	2	4899
van	2	4953
car	2	4340
car	2	4652
car	2	4732
car	2	4488
car	2	4228
car	2	4424
car	2	4607
car	2	4047
truck	4	4900
car	2	4124
car	2	4305
truck	4	4378
car	2	4336
car	2	4203
van	2	4567
truck	4	4790
car	2	4517
car	2	4583
truck	4	4900
car	2	4467
truck	4	4527
car	2	5009
car	2	4654
van	2	4749
car	2	4704
truck	4	4238
car	2	4198
car	2	4345
car	2	4842
van	2	4565
car	2	4373
car	2	4005
car	2	4620
car	2	4980
car	2	4306
car	2	4050
car	2	4544
van	2	4077
car	2	4941
car	2	4439
van	2	4600
car	2	4686
car	2	4397
truck	4	4811
car	2	4905
truck	4	4478
car	2	4751
car	2	4882
truck	4	4928
van	2	4958
car	2	4788
van	2	4025
van	2	4172
car	2	4837
car	2	4200
car	2	4471
van	2	4835
van	2	4753
car	2	4961
van	2	4708
van	2	4139
van	2	4114
car	2	4221
truck	4	4027
car	2	4001
car	2	4061
car	2	4301
truck	4	4825
truck	4	4321
van	2	4192
van	2	4823
truck	4	4738
car	2	4421
car	2	4040
car	2	4672
truck	4	4971
car	2	4710
van	2	4968
truck	4	4811
car	2	4926
car	2	4537
car	2	4934
van	2	4821
car	2	4976
car	2	4518
car	2	4033
van	2	4081
car	2	4556
truck	4	4270
car	2	4723
van	2	4379
van	2	4916
van	2	4794
car	2	4386
car	2	4656
truck	4	4907
van	2	4987
truck	4	4051
car	2	4131
truck	4	4164
truck	4	4899
car	2	4609
truck	4	4187
van	2	4042
car	2	4158
car	2	4229
car	2	4889
car	2	4662
car	2	4532
car	2	4239
car	2	4842
car	2	4866
car	2	4370
truck	4	4911
truck	4	4508
car	2	4838
car	2	4019
car	2	4405
car	2	4679
van	2	4812
car	2	4131
car	2	4930
car	2	4815
van	2	4171
car	2	4246
car	2	4925
truck	4	4746
car	2	4074
car	2	4521
car	2	4812
truck	4	4986
van	2	4554
car	2	4282
car	2	4507
truck	4	4920
truck	4	4286
car	2	4359
car	2	4884
truck	4	4366
van	2	4661
van	2	4003
truck	4	4694
truck	4	4263
truck	4	4569
car	2	4351
truck	4	4310
car	2	4446
truck	4	4041
car	2	4334
car	2	4187
car	2	4344
truck	4	4208
car	2	4514
truck	4	4446
car	2	4632
car	2	4306
car	2	4919
truck	4	4730
car	2	4478
truck	4	4253
car	2	4048
van	2	4181
car	2	4243
van	2	4332
car	2	4507
van	2	4527
car	2	4229
car	2	4594
car	2	4294
car	2	4438
car	2	4175
van	2	4700
van	2	4641
car	2	4300
car	2	4923
truck	4	4147
van	2	4537
car	2	4500
van	2	4131
car	2	4805
car	2	4094
car	2	4718
car	2	4450
truck	4	4265
van	2	4658
car	2	4242
truck	4	4812
car	2	4646
truck	4	4091
car	2	4491
truck	4	4293
car	2	4728
van	2	4410
car	2	4343
car	2	4298
truck	4	4270
car	2	4936
truck	4	4491
car	2	4418
van	2	4444
car	2	4413
car	2	4943
truck	4	4568
car	2	4913
van	2	4937
car	2	4278
truck	4	4642
van	2	4822
car	2	4150
car	2	4351
car	2	4136
car	2	4684
car	2	4005
car	2	4846
car	2	4065
truck	4	4370
truck	4	4383
car	2	4543
car	2	4748
car	2	4238
car	2	4950
truck	4	4500
truck	4	4909
truck	4	4726
car	2	4258
car	2	4262
car	2	4449
car	2	4328
truck	4	4178
truck	4	4256
car	2	4945
truck	4	4586
car	2	4289
car	2	4166
car	2	4471
car	2	4406
van	2	4785
van	2	4671
car	2	4797
car	2	4345
car	2	4261
car	2	4897
car	2	4897
car	2	4168
car	2	4086
van	2	4618
car	2	4963
car	2	4971
car	2	4081
van	2	4168
car	2	4224
car	2	4596
car	2	4838
van	2	4578
car	2	4560
car	2	4474
car	2	4391
car	2	4789
car	2	4262
van	2	4586
car	2	4379
car	2	4852
car	2	4321
car	2	4915
truck	4	4931
truck	4	4980
car	2	4584
truck	4	4889
truck	4	4837
van	2	4554
car	2	4880
truck	4	4794
car	2	4713
car	2	4608
truck	4	4889
truck	4	4290
car	2	4504
car	2	4223
car	2	4727
van	2	4789
truck	4	4094
van	2	4376
van	2	4888
car	2	4286
car	2	4082
car	2	4411
car	2	4908
car	2	4418
car	2	4284
car	2	4228
car	2	4531
van	2	4426
car	2	4861
truck	4	4973
car	2	4572
truck	4	4660
car	2	4396
car	2	4106
truck	4	4675
car	2	4421
car	2	5003
truck	4	4282
car	2	4694
van	2	4991
truck	4	4658
van	2	4912
car	2	4359
van	2	4176
car	2	4654
car	2	4748
car	2	4584
car	2	4953
car	2	4220
truck	4	4060
truck	4	4590
truck	4	4762
truck	4	4230
car	2	4849
car	2	4448
car	2	4928
car	2	4671
car	2	4246
car	2	4406
car	2	4564
car	2	4665
truck	4	4079
truck	4	4482
car	2	4459
van	2	4091
car	2	4290
car	2	4978
car	2	4197
truck	4	4197
car	2	4035
truck	4	4780
car	2	4945
car	2	4756
car	2	4988
truck	4	4358
truck	4	4446
car	2	4484
truck	4	4890
car	2	4865
car	2	4676
truck	4	4683
car	2	4864
truck	4	4544
car	2	4414
car	2	4662
car	2	4134
car	2	4368
car	2	4041
truck	4	4562
truck	4	4030
car	2	4748
car	2	4224
truck	4	4143
truck	4	4216
car	2	4494
van	2	4956
car	2	4338
car	2	4843
car	2	4912
car	2	4382
truck	4	4000
car	2	4312
van	2	4211
car	2	4937
car	2	4518
truck	4	4553
van	2	4399
car	2	4114
car	2	4889
car	2	4991
car	2	4295
car	2	4691
car	2	4770
van	2	4406
car	2	4754
truck	4	4099
van	2	4202
car	2	4165
van	2	4062
car	2	4816
van	2	4783
car	2	4139
car	2	4207
car	2	4634
car	2	4111
car	2	4847
car	2	4348
truck	4	4363
van	2	4051
truck	4	4759
car	2	4319
car	2	4808
van	2	4121
van	2	4059
car	2	4982
truck	4	4615
car	2	4850
van	2	4123
car	2	4889
car	2	4215
